0.50378,0.93004,0.50389,0.82953,0.45039,0.11704,0.99685,0.72016,0.66904,0.50785,0.14026,0.068357,0.53243,0.76241,0.72691,0.64232,0.52936,0.82657,0.75877,0.93498
0.48959,0.39902,0.64681,0.84909,0.20567,0.81468,0.55354,0.3469,0.50021,0.58561,0.26013,0.43633,0.7165,0.57606,0.37385,0.22127,0.82998,0.67687,0.99522,0.47948
0.87705,0.047401,0.30775,0.37253,0.89965,0.32486,0.51546,0.51699,0.21799,0.76289,0.086815,0.17385,0.1793,0.74766,0.58158,0.83706,0.85876,0.2076,0.18657,0.23179
0.35314,0.34237,0.13872,0.59318,0.76259,0.24623,0.33068,0.55669,0.57162,0.082963,0.4294,0.026107,0.33653,0.64553,0.11612,0.97108,0.78903,0.3181,0.78115,0.39629
0.44944,0.73597,0.47557,0.87255,0.88249,0.34271,0.43,0.1565,0.12219,0.6616,0.25728,0.95468,0.18771,0.12322,0.057654,0.84637,0.31783,0.13381,0.1958,0.70508
0.96353,0.79468,0.36246,0.9335,0.28495,0.37569,0.49181,0.56206,0.67117,0.51698,0.29756,0.4306,0.32193,0.5044,0.97977,0.506,0.45221,0.67146,0.99236,0.55856
0.042298,0.54491,0.78811,0.66846,0.67323,0.54655,0.071037,0.6948,0.59959,0.17105,0.42486,0.96156,0.40386,0.34726,0.28482,0.27888,0.75223,0.57099,0.80226,0.75663
0.97296,0.68622,0.7803,0.20678,0.66428,0.56192,0.88774,0.42646,0.055976,0.93856,0.11921,0.76241,0.54857,0.092148,0.59497,0.74662,0.10986,0.16977,0.42423,0.99548
0.18921,0.89363,0.66851,0.65385,0.12281,0.39582,0.064634,0.83627,0.056343,0.59048,0.49507,0.0073487,0.048739,0.14785,0.96216,0.23693,0.10974,0.14766,0.72886,0.96243
0.66712,0.054792,0.1335,0.072052,0.40732,0.39813,0.43618,0.73139,0.1525,0.44063,0.70641,0.68004,0.55273,0.19817,0.18578,0.95735,0.26988,0.47608,0.49835,0.53507
0.58644,0.30366,0.021556,0.40673,0.27529,0.51537,0.82663,0.36003,0.019621,0.94192,0.24357,0.70595,0.27481,0.67227,0.19304,0.62026,0.52464,0.9081,0.80899,0.96387
0.67511,0.046192,0.55984,0.66693,0.71667,0.65753,0.39453,0.45421,0.43518,0.65591,0.78507,0.64513,0.2415,0.43151,0.34164,0.60026,0.97265,0.55218,0.35651,0.11563
0.36102,0.19548,0.30082,0.93373,0.28338,0.95092,0.61347,0.38639,0.83222,0.45195,0.07409,0.55231,0.24315,0.6944,0.9329,0.1726,0.71041,0.03294,0.073243,0.051448
0.62028,0.72017,0.93941,0.81095,0.8962,0.72235,0.81864,0.77555,0.61739,0.8397,0.39388,0.21811,0.15416,0.25678,0.39067,0.090347,0.31186,0.053863,0.59099,0.30435
0.81115,0.72175,0.9809,0.48455,0.82658,0.40008,0.88624,0.73427,0.52013,0.53262,0.0033941,0.77237,0.95642,0.0097586,0.27322,0.25526,0.29146,0.80506,0.91019,0.58019
0.019257,0.8778,0.28662,0.75675,0.39003,0.83187,0.93111,0.43028,0.86387,0.55389,0.22068,0.22803,0.93566,0.53228,0.15195,0.85857,0.85036,0.45137,0.19377,0.53096
0.083874,0.58243,0.80082,0.41705,0.4979,0.13434,0.19078,0.69375,0.097698,0.68007,0.0013006,0.37086,0.81871,0.27939,0.39711,0.91107,0.91165,0.38265,0.43237,0.90121
0.9748,0.070684,0.89611,0.97179,0.69481,0.060467,0.25858,0.94521,0.90805,0.36719,0.18918,0.89093,0.72826,0.94623,0.37472,0.69963,0.63928,0.78964,0.74916,0.54055
0.65135,0.92274,0.59753,0.98797,0.83437,0.084247,0.89787,0.78423,0.10802,0.23929,0.14248,0.85638,0.17581,0.90644,0.13111,0.72518,0.25537,0.36429,0.039184,0.43198
0.23124,0.80037,0.88402,0.86415,0.60963,0.1639,0.59336,0.70557,0.517,0.57892,0.26808,0.40243,0.36037,0.39268,0.43504,0.22989,0.088666,0.53235,0.94632,0.54267
0.40349,0.28595,0.94373,0.38888,0.57474,0.32422,0.50384,0.10933,0.14316,0.86689,0.17489,0.31802,0.18879,0.024855,0.091513,0.57605,0.83826,0.71166,0.76367,0.71241
0.12202,0.54366,0.54916,0.45474,0.32604,0.30173,0.61281,0.38993,0.55937,0.40678,0.13865,0.60864,0.0011984,0.67144,0.61463,0.81063,0.58472,0.87148,0.55882,0.016675
0.26844,0.98478,0.72839,0.24669,0.45642,0.011681,0.81942,0.5909,0.0045796,0.11262,0.59889,0.9102,0.31642,0.83717,0.010979,0.40384,0.94811,0.32869,0.18384,0.80092
0.25785,0.71568,0.57676,0.78442,0.7138,0.53991,0.53189,0.45938,0.76668,0.44385,0.90106,0.9091,0.69962,0.9715,0.57326,0.98844,0.061029,0.65012,0.49795,0.14251
0.33167,0.83897,0.025857,0.88284,0.88441,0.095373,0.20208,0.05034,0.84871,0.30018,0.93938,0.59159,0.62526,0.056933,0.78973,0.089999,0.58464,0.97484,0.51785,0.47847
0.15223,0.43326,0.44653,0.91371,0.72086,0.14651,0.45389,0.22869,0.91682,0.40139,0.22118,0.33257,0.54306,0.45032,0.23537,0.32094,0.28511,0.075967,0.99424,0.25684
0.34801,0.47062,0.6463,0.55828,0.018613,0.63114,0.42791,0.83419,0.98697,0.83336,0.48267,0.85306,0.43904,0.58247,0.44802,0.51141,0.82773,0.58702,0.85485,0.36909
0.12166,0.56071,0.5212,0.59887,0.67478,0.85932,0.96605,0.015645,0.50513,0.40363,0.37601,0.4424,0.28743,0.68664,0.56936,0.060606,0.19099,0.41389,0.9624,0.66176
0.88415,0.26909,0.37231,0.14888,0.43851,0.97422,0.62006,0.86371,0.27142,0.39018,0.52378,0.90436,0.50166,0.71943,0.061401,0.72569,0.44253,0.30914,0.67894,0.16961
0.094278,0.74902,0.93713,0.89971,0.43782,0.57084,0.69539,0.078069,0.10075,0.36045,0.26487,0.033179,0.76155,0.65004,0.49629,0.55656,0.39341,0.26383,0.4035,0.27878
